Organism_Name,Group name,Domain/Realm name,Kingdom name,Phylum name,Class name,Order name,Family name,Genus name,Species taxid,acc,query,tar_tco,full_e_tco,full_score_tco,full_bias_tco,dom_e_tco,dom_score_tco,dom_bias_tco,tar_RAPTOR,full_e_RAPTOR,full_score_RAPTOR,full_bias_RAPTOR,dom_e_RAPTOR,dom_score_RAPTOR,dom_bias_RAPTOR,ProteinPresence
Pilobolus umbonatus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Pilobolaceae,Pilobolus,101123,GCA_025528865.1,PTHR12848.orig.30.pir,KAI8989950.1,9.8e-14,50.7,5,9.8e-14,50.7,5,KAI8985958.1,0,1444.7,3.8,0,1444.3,3.8,TCO and RAPTOR
Mycotypha africana,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mycotyphaceae,Mycotypha,64632,GCA_025528875.1,PTHR12848.orig.30.pir,KAI8967023.1,3.2e-8,32.5,10.4,3.2e-8,32.5,10.4,KAI8984718.1,0,1465.7,18.6,0,1465.4,18.6,TCO and RAPTOR
Phycomyces nitens,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Phycomycetaceae,Phycomyces,269771,GCA_025531835.1,PTHR12848.orig.30.pir,KAI9006688.1,8.9e-13,47.7,4.4,8.9e-13,47.7,4.4,KAI9030878.1,0,1387.7,4,0,1387.5,4,TCO and RAPTOR
Blastocladiella emersonii ATCC 22665,NA,NA,NA,NA,NA,NA,NA,NA,1313167,GCA_025594325.1,PTHR12848.orig.30.pir,KAI9148540.1,5.3e-10,38.3,0,6.1e-10,38,0,KAI9182929.1,0,1136.7,0,7.699999999999999e-291,967.5,0,TCO and RAPTOR
Paraphysoderma sedebokerense,blastocladiomycotan fungi,Eukaryota,Fungi,Blastocladiomycota,Physodermatomycetes,Physodermatales,Physodermataceae,Paraphysoderma,1500003,GCA_025602915.1,PTHR12848.orig.30.pir,KAI9145565.1,5e-8,31.8,18.5,2.3e-7,29.7,18.7,KAI9140184.1,0,1346.7,12.9,0,1340.8,12.9,TCO and RAPTOR
Geotrichum bryndzae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Dipodascomycetes,Dipodascales,Dipodascaceae,Geotrichum,485427,GCA_025605225.1,PTHR12848.orig.30.pir,KAI9212686.1,2.7e-12,44.9,6.2,2.7e-12,44.9,6.2,KAI9211068.1,7.2e-237,787.7,0.1,9.099999999999999e-237,787.4,0.1,TCO and RAPTOR
Umbelopsis sp. AD052,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,1883073,GCA_025677805.1,PTHR12848.orig.30.pir,KAI9283957.1,1.6e-12,46.5,4.7,1.6e-12,46.5,4.7,KAI9281393.1,0,1478.9,10.7,0,1478.7,10.7,TCO and RAPTOR
Helicostylum pulchrum,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Helicostylum,562976,GCA_025677825.1,PTHR12848.orig.30.pir,KAI9267182.1,4e-14,52.2,6.1,4e-14,52.2,6.1,KAI9268393.1,0,1493.1,8.5,0,1492.6,8.5,TCO and RAPTOR
Sporodiniella umbellata,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Sporodiniella,101117,GCA_025677835.1,PTHR12848.orig.30.pir,KAI9258257.1,3.3e-12,45.6,8.6,4.3e-12,45.3,8.6,KAI9271299.1,0,1472.6,7.5,0,1472.4,7.5,TCO and RAPTOR
Dichotomocladium elegans,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Dichotomocladium,101130,GCA_025716815.1,PTHR12848.orig.30.pir,KAI9320610.1,1.2e-10,40.7,6.5,1.2e-10,40.7,6.5,KAI9313911.1,0,1477.9,3.4,0,1477.5,3.4,TCO and RAPTOR
Pilaira anomala,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Pilaira,64641,GCA_025716855.1,PTHR12848.orig.30.pir,KAI9335571.1,2.3e-14,53,3.9,2.3e-14,53,3.9,KAI9359471.1,0,1499.6,11.7,0,1499.2,11.7,TCO and RAPTOR
Geoglossum simile,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,1086352,GCA_026023525.1,PTHR12848.orig.30.pir,KAI9765421.1,8.7e-9,34.1,2.3,8e-4,17.7,1.7,KAI9769359.1,0,1477.4,0,0,1476.7,0,TCO and RAPTOR
Cirrosporium novae-zelandiae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Xylobotryomycetes,Xylobotryales,Cirrosporiaceae,Cirrosporium,1130053,GCA_026023565.1,PTHR12848.orig.30.pir,KAI9733970.1,5.1e-8,31.7,16.5,1.3e-4,20.4,0,KAI9738013.1,0,1446.3,0.1,0,1444.9,0.1,TCO and RAPTOR
Chaenotheca gracillima,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Coniocybomycetes,Coniocybales,Coniocybaceae,Chaenotheca,164576,GCA_026023695.1,PTHR12848.orig.30.pir,KAI9759588.1,4e-10,38.3,3.7,9.3e-10,37.1,0,KAI9760328.1,0,1492.5,4.4,0,1492,4.4,TCO and RAPTOR
Candelaria pacifica,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelaria,460848,GCA_026023815.1,PTHR12848.orig.30.pir,KAI9709650.1,2.2e-9,35.9,10.3,5.8e-5,21.3,0.1,KAI9716130.1,0,1501,0.1,0,1500.4,0.1,TCO and RAPTOR
Caeruleum heppii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Caeruleum,2939410,GCA_026023835.1,PTHR12848.orig.30.pir,KAI9673044.1,1.6e-12,46,6.1,9.9e-5,20.3,0,KAI9669540.1,0,1444.8,0.6,0,1444.4,0.6,TCO and RAPTOR
Geoglossum umbratile,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,315204,GCA_026024515.1,PTHR12848.orig.30.pir,KAI9776866.1,1.6e-8,33.3,1.9,0.001,17.4,0.4,KAI9779818.1,0,1520.4,0,0,1520.4,0,TCO and RAPTOR
Thelocarpon superellum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,NA,Thelocarpales,Thelocarpaceae,Thelocarpon,2939404,GCA_026025795.1,PTHR12848.orig.30.pir,KAI9847999.1,4.6e-10,37.8,8.4,9.5e-10,36.7,8.4,KAI9843169.1,0,1480.9,0,0,1480.4,0,TCO and RAPTOR
Trichoglossum hirsutum,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,265104,GCA_026026815.1,PTHR12848.orig.30.pir,KAI9869271.1,7.6e-10,37.7,1.9,1.9e-4,19.9,0,KAI9857671.1,0,1477.3,0,0,1477.3,0,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_026585705.1,PTHR12848.orig.30.pir,KAJ1053251.1,8.9e-118,393.2,63.3,1.9e-117,392.1,63.3,KAJ1048440.1,0,1421,19,0,1420.6,19,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_026585715.1,PTHR12848.orig.30.pir,KAJ1046613.1,9e-118,393.2,63.3,1.9e-117,392.1,63.3,KAJ1048235.1,0,1421,19,0,1420.6,19,TCO and RAPTOR
Microdochium nivale,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,5520,GCA_026745475.1,PTHR12848.orig.30.pir,KAJ1324898.1,8.8e-8,31.2,0.6,8.8e-8,31.2,0.6,KAJ1335671.1,0,1490,0.1,0,1490,0.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_026954535.1,PTHR12848.orig.30.pir,KAJ1538770.1,8.7e-118,393.2,63.3,1.9e-117,392.1,63.3,KAJ1537682.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_026954905.1,PTHR12848.orig.30.pir,KAJ1543969.1,8e-118,393.2,63.3,1.6999999999999998e-117,392.1,63.3,KAJ1545215.1,0,1420.8,19.3,0,1420.4,19.3,TCO and RAPTOR
Saccharomyces uvarum,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,230603,GCA_027557585.1,PTHR12848.orig.30.pir,WBF16007.1,1.5999999999999996e-120,402.2,60.3,3.3999999999999994e-120,401.1,60.3,WBF15871.1,0,1403.5,18.8,0,1403.1,18.8,TCO and RAPTOR
Umbelopsis isabellina,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,91625,GCA_027595865.1,PTHR12848.orig.30.pir,KAJ2955222.1,1.2e-7,30.3,15.8,2.3e-7,29.4,14.2,KAJ2958961.1,0,1455.7,14.8,0,1455.2,14.8,TCO and RAPTOR
Xylaria curta,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,42375,GCA_027595895.1,PTHR12848.orig.30.pir,KAJ2986114.1,5.6e-12,44.9,0.1,1.2e-11,43.8,0.1,KAJ2976173.1,0,1495.1,1.3,0,1494.7,1.3,TCO and RAPTOR
Allomyces javanicus,blastocladiomycete fungi,Eukaryota,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiaceae,Allomyces,64505,GCA_027604645.1,PTHR12848.orig.30.pir,KAJ3359701.1,1.6e-8,33.3,0,1.9e-8,33.1,0,KAJ3349899.1,0,1170.6,0,6e-294,977.8,0.3,TCO and RAPTOR
Allomyces arbusculus,blastocladiomycete fungi,Eukaryota,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Blastocladiaceae,Allomyces,64504,GCA_027604705.1,PTHR12848.orig.30.pir,KAJ3375189.1,1.6e-8,33.2,0,2.1e-8,32.8,0,KAJ3373283.1,0,1170.2,0,9.099999999999999e-294,977,0.2,TCO and RAPTOR
Schizosaccharomyces osmophilus,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,2545709,GCA_027921745.1,PTHR12848.orig.30.pir,WBW74954.1,2.2999999999999998e-32,111.1,13.8,4.7e-18,63.9,4.1,WBW71472.1,0,1443.4,9.5,0,1442.4,9.5,TCO and RAPTOR
Yamadazyma tenuis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Yamadazyma,2315449,GCA_029203305.1,PTHR12848.orig.30.pir,WEJ92592.1,2.8e-16,58,45.7,6e-10,37.1,0.9,WEJ95601.1,0,1398.1,6.2,0,1397.7,6.2,TCO and RAPTOR
Yarrowia lipolytica,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Dipodascomycetes,Dipodascales,NA,Yarrowia,4952,GCA_029531965.1,PTHR12848.orig.30.pir,KAJ8057525.1,5.1e-10,37.7,0.2,5.1e-10,37.7,0.2,KAJ8056624.1,0,1428.4,0.1,0,1428,0.1,TCO and RAPTOR
Lipomyces tetrasporus,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Lipomycetes,Lipomycetales,Lipomycetaceae,Lipomyces,54092,GCA_029532465.1,PTHR12848.orig.30.pir,KAJ8102624.1,1.4e-10,39.9,23.7,9.9e-6,23.8,0.3,KAJ8101354.1,0,1482.8,0,0,1482.4,0,TCO and RAPTOR
Metschnikowia pulcherrima,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Metschnikowia,27326,GCA_029606385.1,PTHR12848.orig.30.pir,KAJ8142741.1,2.4e-8,33.2,1.1,2.4e-8,33.2,1.1,KAJ8146520.1,0,1413.2,0.1,0,1412.7,0.1,TCO and RAPTOR
Lichtheimia ornata,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Lichtheimia,688661,GCA_029851405.1,PTHR12848.orig.30.pir,KAJ8662756.1,5.2e-12,45.3,4.7,5.2e-12,45.3,4.7,KAJ8653465.1,0,1494.3,17.4,0,1493.8,17.4,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029989085.1,PTHR12848.orig.30.pir,CAI4807178.1,1.1999999999999999e-117,392.8,62.9,2.4999999999999996e-117,391.7,62.9,CAI4523167.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029989255.1,PTHR12848.orig.30.pir,CAI4792458.1,7.6e-117,390.1,63.3,2e-116,388.7,63.3,CAI4500899.1,0,1418.5,18.8,0,1418.1,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029989385.1,PTHR12848.orig.30.pir,CAI4849283.1,2e-117,392,64,4.3999999999999995e-117,390.9,64,CAI4547260.1,0,1420.7,19.8,0,1420.3,19.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029989845.1,PTHR12848.orig.30.pir,CAI4822416.1,1.5e-117,392.5,64,3.0999999999999998e-117,391.4,64,CAI4542679.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990125.1,PTHR12848.orig.30.pir,CAI4831362.1,7.9e-118,393.3,62.4,1.6999999999999998e-117,392.2,62.4,CAI4532903.1,0,1420.8,18.8,0,1420.4,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990315.1,PTHR12848.orig.30.pir,CAI4846831.1,1.1999999999999999e-117,392.7,62.6,2.6e-117,391.7,62.6,CAI4550398.1,0,1418.6,19.1,0,1418.2,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990335.1,PTHR12848.orig.30.pir,CAI4520501.1,1.8999999999999998e-116,388.8,63.4,4e-116,387.7,63.4,CAI4556305.1,0,1419.1,18.7,0,1418.7,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990395.1,PTHR12848.orig.30.pir,CAI4796098.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4523972.1,0,1420.7,18.8,0,1420.3,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990435.1,PTHR12848.orig.30.pir,CAI4842670.1,1.5e-117,392.5,64,3.0999999999999998e-117,391.4,64,CAI4545757.1,0,1420.9,18.7,0,1420.5,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990475.1,PTHR12848.orig.30.pir,CAI4792220.1,1.0999999999999999e-117,392.9,63.2,2.3e-117,391.8,63.2,CAI4516240.1,0,1359.2,18.5,2.2e-272,905.5,10.6,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990515.1,PTHR12848.orig.30.pir,CAI4816584.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4503823.1,0,1420.9,18.7,0,1420.5,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990535.1,PTHR12848.orig.30.pir,CAI4842623.1,1.1999999999999999e-117,392.8,62.9,2.4999999999999996e-117,391.7,62.9,CAI4543016.1,0,1418.4,19.2,0,1418,19.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990645.1,PTHR12848.orig.30.pir,CAI4903179.1,8.5e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4885031.1,0,1421.4,19.1,0,1421,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990665.1,PTHR12848.orig.30.pir,CAI4828904.1,1.1999999999999999e-117,392.8,62.9,2.4999999999999996e-117,391.7,62.9,CAI4544994.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990685.1,PTHR12848.orig.30.pir,CAI4816296.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4531985.1,0,1420.9,19.3,0,1420.5,19.3,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990705.1,PTHR12848.orig.30.pir,CAI4833582.1,1.5e-117,392.5,64,3.0999999999999998e-117,391.4,64,CAI4448253.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990725.1,PTHR12848.orig.30.pir,CAI4807558.1,1.4e-117,392.6,63.4,2.8e-117,391.5,63.4,CAI4520577.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990745.1,PTHR12848.orig.30.pir,CAI4833011.1,1.5e-117,392.5,65.4,2.8999999999999997e-117,391.5,65.4,CAI4549062.1,0,1420.2,18.5,0,1419.8,18.5,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990765.1,PTHR12848.orig.30.pir,CAI4903423.1,3.2999999999999995e-119,397.9,57.3,5.699999999999999e-119,397.1,57.3,CAI4881782.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990785.1,PTHR12848.orig.30.pir,CAI4839990.1,2.1e-117,392,64.4,4.3999999999999995e-117,390.9,64.4,CAI4541895.1,0,1420.9,18.7,0,1420.5,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990805.1,PTHR12848.orig.30.pir,CAI4840270.1,1.4e-117,392.5,64,3.0999999999999998e-117,391.4,64,CAI4546198.1,0,1359.1,20,3.5e-272,904.9,12,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990825.1,PTHR12848.orig.30.pir,CAI4823034.1,4.6999999999999994e-117,390.8,65.4,9.399999999999999e-117,389.8,65.4,CAI4527367.1,0,1420.4,20,0,1420,20,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990845.1,PTHR12848.orig.30.pir,CAI4798253.1,4.0999999999999997e-119,397.6,62,8.799999999999999e-119,396.5,62,CAI4520094.1,0,1420.8,18.8,0,1420.4,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990865.1,PTHR12848.orig.30.pir,CAI4518557.1,8.7e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4554563.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990885.1,PTHR12848.orig.30.pir,CAI4804040.1,4.7999999999999996e-117,390.8,65.5,9.7e-117,389.8,65.5,CAI4525216.1,0,1418.6,19.8,0,1418.2,19.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990905.1,PTHR12848.orig.30.pir,CAI4810274.1,2.3999999999999998e-117,391.7,64.3,5.0999999999999995e-117,390.7,64.3,CAI4517431.1,0,1417.9,20.3,0,1417.5,20.3,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990925.1,PTHR12848.orig.30.pir,CAI4836095.1,4.7999999999999996e-117,390.8,65.5,9.599999999999999e-117,389.8,65.5,CAI4532279.1,0,1420.2,19.7,0,1419.9,19.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990945.1,PTHR12848.orig.30.pir,CAI4846345.1,1.4e-117,392.6,63.4,2.8e-117,391.5,63.4,CAI4550382.1,0,1419.8,18.8,0,1419.4,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029990965.1,PTHR12848.orig.30.pir,CAI4816957.1,8.6e-118,393.2,63.3,1.8e-117,392.1,63.3,CAI4536263.1,0,1420.9,19.3,0,1420.5,19.3,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991075.1,PTHR12848.orig.30.pir,CAI4770698.1,2.3999999999999998e-117,391.7,64.3,5.0999999999999995e-117,390.7,64.3,CAI4518170.1,0,1360.4,17.6,4.9e-272,904.4,11.2,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991145.1,PTHR12848.orig.30.pir,CAI4832096.1,2e-116,388.7,63.5,5.2e-116,387.4,63.5,CAI4518055.1,0,1420.8,18.9,0,1420.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991225.1,PTHR12848.orig.30.pir,CAI4753818.1,6.9e-117,390.2,63.1,1.4999999999999999e-116,389.1,63.1,CAI4519622.1,0,1417.4,18.9,0,1417,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991315.1,PTHR12848.orig.30.pir,CAI4809108.1,1e-116,389.7,65.6,2e-116,388.7,65.6,CAI4527606.1,0,1420.9,18.8,0,1420.5,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991355.1,PTHR12848.orig.30.pir,CAI4815475.1,8.5e-118,393.2,63.6,1.8e-117,392.1,63.6,CAI4523369.1,0,1421.6,18.8,0,1421.2,18.8,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991395.1,PTHR12848.orig.30.pir,CAI4809056.1,8.799999999999999e-117,389.9,63.9,1.8999999999999998e-116,388.8,63.9,CAI4524184.1,0,1419.8,18.9,0,1419.4,18.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991455.1,PTHR12848.orig.30.pir,CAI4835808.1,1.3e-117,392.6,63.2,2.4999999999999996e-117,391.7,63.2,CAI4453119.1,0,1420.1,18.7,0,1419.7,18.7,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991515.1,PTHR12848.orig.30.pir,CAI4532700.1,1.1999999999999999e-117,392.8,62.9,2.4999999999999996e-117,391.7,62.9,CAI4572060.1,0,1420.2,19.9,0,1419.8,19.9,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_029991605.1,PTHR12848.orig.30.pir,CAI4794114.1,1.0999999999999999e-116,389.6,65.6,2.1e-116,388.7,65.6,CAI4545955.1,0,1420.8,19,0,1420.4,19,TCO and RAPTOR
